"Entity","Region","Ownership","Deal Type","Level 4","Trade ID","Trade Description","CounterParty","Broker","Deal Type","Trade Type","Trade Date","Effective Date","Expiry Date","Has Unwinds","Option/Commitment Type","Barrier Type","Buy/Sell - 1","Pay/Receive - 1","Option Type / Interest Type - 1","Price Index - 1","Future","Number Of Contracts","Ccy1","Notional1","Unit - 1","Current Period IR Rate1","Current Period IR Spread1 bps","Strike","Buy/Sell - 2","Pay/Receive - 2","Option Type / Interest Type-2","Price Index - 2","Ccy2","Notional2","Available Balance to Draw","Unit - 2","Current Period IR Rate2","Current Period IR Spread2 bps","Original Tenor","Current Tenor","Proceeds","Debt Instrument","Trade Discount Rate","Trade Yield","Trade Price","Cpty Trade Id","Alternate Trade Id","Trade Group","Asset Class","Current Version","Trade In Link","Linked Proportion","Linked Notional Amount"
"CLF-21118-PUTIAN","China","China Portfolio","Project Finance","21118 CLF-Putian CMB 73.3million facility","11723","259 DAY  FIXED RATE LOAN: PAY 5.40000% CNY   19.9 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-07-17","2015-07-17","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-14338734.3","","0.049000000","","","","","","","","","","","","","3535","2095","19949541.3000","Interest-Bearing","0.00000000000000","0.05369525930000","1.00000000000000","","Putian","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21074-CHANGCHUN LF","China","China Portfolio","Project Finance","21074 C-Changchun CMB 21.4million facility","11724","266 DAY  FIXED RATE LOAN: PAY 5.40000% CNY  209.4 K  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-07-10","2015-07-10","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-137451.7","","0.049000000","","","","","","","","","","","","","3361","1914","209450.0000","Interest-Bearing","0.00000000000000","0.05366760170000","1.00000000000000","","Changchun1","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","11725","9.1 YR  FIXED RATE LOAN: PAY 5.40000% CNY    2.2 M  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2015-07-17","2015-07-17","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1438701.51","","0.054000000","","","","","","","","","","","","","3326","1886","2192307.0000","Interest-Bearing","0.00000000000000","0.05399965340000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-23020-DONGGHUMEN","China","China Portfolio","Project Finance","23020 CU-Dongguan Humen CMB 65million facility","11727","6.9 YR  FIXED RATE LOAN: PAY 6.15000% CNY    6.7 M  REPAY: SCHEDULE  MAT: 21-JUN-2022","3-C-CMB DONGGUAN HUMENGAN","","Actual","Loan","2015-07-17","2015-07-17","2022-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6719407.39","","0.061500000","","","","","","","","","","","","","2531","1091","6719407.3900","Interest-Bearing","0.00000000000000","0.05649162450000","1.00000000000000","","Dongguan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21090-WUXI PUER LF","China","China Portfolio","Project Finance","21090 CLF-Wuxi Puer LF CMB 34million facility","11754","231 DAY  FIXED RATE LOAN: PAY 5.40000% CNY    1.8 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB WUXI XISHAN","","Actual","Loan","2015-08-14","2015-08-14","2025-08-01","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1440390.43","","0.049000000","","","","","","","","","","","","","3640","2228","1843699.7000","Interest-Bearing","0.00000000000000","0.05366137730000","1.00000000000000","","Ehu II","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21136-FOSHAN PULU","China","China Portfolio","Project Finance","21136 CLF-FOSHAN PULU CMB 41million facility","11813","242 DAY  FIXED RATE LOAN: PAY 5.40000% CNY   24.7 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-08-03","2015-08-03","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-17781875","","0.049000000","","","","","","","","","","","","","3518","2095","24740000.0000","Interest-Bearing","0.00000000000000","0.05376258540000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-23017-SYGGOLDFOO","China","China Portfolio","Project Finance","23017 C-SYGGOLDFOO BOComm 200million facility","11815","5.0 YR  FIXED RATE LOAN: PAY 5.50800% CNY   10.0 M  REPAY: SCHEDULE  MAT: 15-JUL-2020","3-C-BCOM SHENYANG NORTH S","","Actual","Loan","2015-07-30","2015-07-30","2020-07-15","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3375000","","0.055080000","","","","","","","","","","","","","1812","385","10500000.0000","Interest-Bearing","0.00000000000000","0.06549019560000","1.00000000000000","","Shenxi","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","11839","6.0 YR  FIXED RATE LOAN: PAY 5.40000% CNY   10.6 M  REPAY: SCHEDULE  MAT: 11-AUG-2021","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2015-08-21","2015-08-21","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-5510000","","0.054000000","","","","","","","","","","","","","2182","777","10600000.0000","Interest-Bearing","0.00000000000000","0.05393921450000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"S-CLFONESGH","China","China Portfolio","Project Finance","11006 CLF One Singapore USD490 million facility","11861","4.1 YR  FLOATING RATE LOAN: PAY 6M Libor +200 bp USD    5.3 M  REPAY: SCHEDULE  MAT: 07-OCT-2019","1-S-CMB-NY","","Actual","Loan","2015-09-01","2015-09-01","2019-10-07","No","Asset/Liability","","","Pay","Floating","Libor","","","USD","-4770000","","0.026850000","0.0200000000","","","","","","","","","","","","1497","103","5300000.0000","Interest-Bearing","0.00000000000000","0.03186759420000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","19","No","0.000000000000000","0.0000"
"CLF-21107-GLP JINAN LOGIS","China","China Portfolio","Project Finance","21107-CLF-GLP Jinan LF CMB 18.6million facility","12154","189 DAY  FIXED RATE LOAN: PAY 5.15000% CNY    5.4 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-09-25","2015-09-25","2024-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3356650.5","","0.049000000","","","","","","","","","","","","","3192","1822","5370634.5000","Interest-Bearing","0.00000000000000","0.05622749690000","1.00000000000000","","Jinan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21088-SHSUPCHAIN","China","China Portfolio","Project Finance","21088 CLF-Shanghai Intl Supply CMB 187.1million facility","12155","199 DAY  FIXED RATE LOAN: PAY 5.15000% CNY    9.8 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-09-15","2015-09-15","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6412172.43","","0.049000000","","","","","","","","","","","","","3294","1914","9770929.2600","Interest-Bearing","0.00000000000000","0.05383557320000","1.00000000000000","","Baoshan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21091-TAICANG PUGANG","China","China Portfolio","Project Finance","21091 CLF- GLP TPDZ LF CMB 38.33million facility","12161","203 DAY  FIXED RATE LOAN: PAY 5.15000% CNY   17.2 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-09-01","2015-09-11","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-11855219.97","","0.049000000","","","","","","","","","","","","","3389","2005","17243949.9700","Interest-Bearing","0.00000000000000","0.05094152490000","1.00000000000000","","Taicang","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-21105-XIAMEN PULONG LF","China","China Portfolio","Project Finance","21105 C-Xiamen Pulong BOC 77million facility","12191","9.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY    2.5 M  REPAY: SCHEDULE  MAT: 18-DEC-2024","3-C-BOC XIAMEN XIANGAN BR","","Actual","Loan","2015-08-28","2015-08-28","2024-12-18","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1595605.92","","0.049000000","","","","","","","","","","","","","3400","2002","2507380.7000","Interest-Bearing","0.00000000000000","0.04098194740000","1.00000000000000","","xiangan","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-21105-XIAMEN PULONG LF","China","China Portfolio","Project Finance","21105 C-Xiamen Pulong BOC 77million facility","12192","9.3 YR  FIXED RATE LOAN: PAY 4.90000% CNY    1.2 M  REPAY: SCHEDULE  MAT: 18-DEC-2024","3-C-BOC XIAMEN XIANGAN BR","","Actual","Loan","2015-08-28","2015-08-28","2024-12-18","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-739725.43","","0.049000000","","","","","","","","","","","","","3400","2002","1162425.7000","Interest-Bearing","0.00000000000000","0.01248551190000","1.00000000000000","","xiangan","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"C-21105-XIAMEN PULONG LF","China","China Portfolio","Project Finance","21105 C-Xiamen Pulong BOC 77million facility","12193","9.2 YR  FIXED RATE LOAN: PAY 4.90000% CNY   10.0 M  REPAY: SCHEDULE  MAT: 18-DEC-2024","3-C-BOC XIAMEN XIANGAN BR","","Actual","Loan","2015-09-25","2015-09-25","2024-12-18","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6363636.36","","0.049000000","","","","","","","","","","","","","3372","2002","10000000.0000","Interest-Bearing","0.00000000000000","0.04233035600000","1.00000000000000","","xiangan","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"CLF-21136-FOSHAN PULU","China","China Portfolio","Project Finance","21136 CLF-FOSHAN PULU CMB 41million facility","12194","208 DAY  FIXED RATE LOAN: PAY 5.15000% CNY   16.3 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-09-06","2015-09-06","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-11686875","","0.049000000","","","","","","","","","","","","","3484","2095","16260000.0000","Interest-Bearing","0.00000000000000","0.05140709580000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","12195","8.9 YR  FIXED RATE LOAN: PAY 5.15000% CNY    4.3 M  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2015-09-17","2015-09-17","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2843030.29","","0.051500000","","","","","","","","","","","","","3264","1886","4332236.6900","Interest-Bearing","0.00000000000000","0.05149889450000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-21135-BEI JING DEMENGL","China","China Portfolio","Project Finance","21135 C-BEIJING DEMENGLAN BOC 160million facility","12199","10 YR  FIXED RATE LOAN: PAY 5.15000% CNY  160.0 M  REPAY: SCHEDULE  MAT: 31-AUG-2025","3-C-BOC BEIJING PROSPER C","","Actual","Loan","2015-08-31","2015-08-31","2025-08-31","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-125000000","","0.051500000","","","","","","","","","","","","","3653","2258","160000000.0000","Interest-Bearing","0.00000000000000","0.04189212820000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21118-PUTIAN","China","China Portfolio","Project Finance","21118 CLF-Putian CMB 73.3million facility","12200","185 DAY  FIXED RATE LOAN: PAY 5.15000% CNY    1.8 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-09-29","2015-09-29","2025-03-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1322878.65","","0.049000000","","","","","","","","","","","","","3461","2095","1840526.7000","Interest-Bearing","0.00000000000000","0.05149087210000","1.00000000000000","","Putian","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21120-GLP PUHANG SHAN","China","China Portfolio","Project Finance","21120 CLF-Puhang Shanxi CMB 51.9million facility","12201","9.3 YR  FIXED RATE LOAN: PAY 5.15000% CNY   40.8 M  REPAY: SCHEDULE  MAT: 21-DEC-2024","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-09-10","2015-09-10","2024-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-28070682.36","","0.051500000","","","","","","","","","","","","","3390","2005","1840526.7000","Interest-Bearing","0.00000000000000","0.04960020710000","1.00000000000000","","Xi an airport South","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"CU-23020-DONGGHUMEN","China","China Portfolio","Project Finance","23020 CU-Dongguan Humen BOC 115million facility","12202","10.0 YR  FIXED RATE LOAN: PAY 5.15000% CNY   11.8 M  REPAY: SCHEDULE  MAT: 09-SEP-2025","3-C-BOC TIANHE","","Actual","Loan","2015-09-24","2015-09-24","2025-09-09","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-10013000","","0.051500000","","","","","","","","","","","","","3638","2267","11780000.0000","Interest-Bearing","0.00000000000000","0.05149637130000","1.00000000000000","","Dongguan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21079-NANJING PURUI L","China","China Portfolio","Project Finance","21079 CLF-Nanjing Purui LF CMB 14.7million facility","12443","170 DAY  FIXED RATE LOAN: PAY 5.15000% CNY    2.6 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-10-14","2015-10-14","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1722864.64","","0.049000000","","","","","","","","","","","","","3265","1914","2625317.6200","Interest-Bearing","0.00000000000000","0.05631012480000","1.00000000000000","","Lishui","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21088-SHSUPCHAIN","China","China Portfolio","Project Finance","21088 CLF-Shanghai Intl Supply CMB 187.1million facility","12444","168 DAY  FIXED RATE LOAN: PAY 5.15000% CNY   13.7 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-10-16","2015-10-16","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-8972250","","0.049000000","","","","","","","","","","","","","3263","1914","13672000.0000","Interest-Bearing","0.00000000000000","0.05126215540000","1.00000000000000","","Baoshan","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21090-WUXI PUER LF","China","China Portfolio","Project Finance","21090 CLF-Wuxi Puer LF CMB 34million facility","12445","164 DAY  FIXED RATE LOAN: PAY 5.15000% CNY   17.2 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB WUXI XISHAN","","Actual","Loan","2015-10-20","2015-10-20","2025-09-01","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-13946562.5","","0.049000000","","","","","","","","","","","","","3604","2259","17165000.0000","Interest-Bearing","0.00000000000000","0.05374697790000","1.00000000000000","","Ehu II","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","12450","5.8 YR  FIXED RATE LOAN: PAY 5.15000% CNY    5.9 M  REPAY: SCHEDULE  MAT: 11-AUG-2021","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2015-10-21","2015-10-21","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3026000","","0.051500000","","","","","","","","","","","","","2121","777","5900000.0000","Interest-Bearing","0.00000000000000","0.05092862700000","1.00000000000000","","Xi an","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"C-22032-CDDEV","China","China Portfolio","Project Finance","22032 C-Chengdu CMB 80million facility","12592","5.9 YR  FIXED RATE LOAN: PAY 4.90000% CNY   17.9 M  REPAY: SCHEDULE  MAT: 16-SEP-2021","3-C-CMB CHENGDU HONGZHAOB","","Actual","Loan","2015-10-28","2015-10-28","2021-09-16","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-14563711.82","","0.049000000","","","","","","","","","","","","","2150","813","9907912.4900","Interest-Bearing","0.00000000000000","0.05647490540000","1.00000000000000","","Xinjin","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","12593","8.8 YR  FIXED RATE LOAN: PAY 5.15000% CNY  684.0 K  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2015-10-22","2015-10-22","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-448875","","0.051500000","","","","","","","","","","","","","3229","1886","4332236.6900","Interest-Bearing","0.00000000000000","0.05149889450000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"C-21073-ZHENGZHOU ILZ LF","China","China Portfolio","Project Finance","21073 C-Zhengzhou BOC 240million facility","12594","6.2 YR  FIXED RATE LOAN: PAY 4.90000% CNY   20.1 M  REPAY: SCHEDULE  MAT: 27-DEC-2021","3-C-BOC ZHENGZHOU AIRPORT","","Actual","Loan","2015-10-27","2015-10-27","2021-12-27","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-15077122.53","","0.049000000","","","","","","","","","","","","","2253","915","4332236.6900","Interest-Bearing","0.00000000000000","0.05149889450000","1.00000000000000","","Zhengzhou","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CLF-21113-TIANJIN PU CHEN","China","China Portfolio","Project Finance","21113 CLF-TIANJIN PUCHEN CMB 47million facility","12595","171 DAY  FIXED RATE LOAN: PAY 5.15000% CNY    1.4 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-10-13","2015-10-13","2024-07-27","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-899690.29","","0.049000000","","","","","","","","","","","","","3210","1858","1370956.5800","Interest-Bearing","0.00000000000000","0.05150957520000","1.00000000000000","","puchen","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21124-TJPUNAN","China","China Portfolio","Project Finance","21124 CLF-Tianjin Punan CMB 42.26million facility","12596","165 DAY  FIXED RATE LOAN: PAY 5.15000% CNY   10.2 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB GUANGZHOU DEV","","Actual","Loan","2015-10-19","2015-10-19","2024-09-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6686661.25","","0.049000000","","","","","","","","","","","","","3260","1914","10189198.0900","Interest-Bearing","0.00000000000000","0.05151915850000","1.00000000000000","","Punan","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
